show_id,name
s1249,"Aaron Hancox, Michael McNamara"
s1250,
s1251,Henrik Martin Dahlsbakken
s1252,Troy Miller
s1253,Pascal Amanfo
s1254,
s1255,Shivendra Singh Dungarpur
s1256,Yandy Laurens
s1257,Nicholas Hytner
s1258,Mahesh Bhatt
s1259,Harry Baweja
s1260,
s1261,Prakash Balwant Saini
s1262,Aatmaram Dharne
s1263,David Dhawan
s1264,Umer Adil
s1265,
s1266,Aziz Mirza
s1267,Apurva Dhar Badgaiyann
s1268,Rajiv Mehra
s1269,
s1270,Sudhir Mishra
s1271,
s1272,Ken Ghosh
s1273,Arne Birkenstock
s1274,Dianne Dreyer
s1275,Garin Nugroho
s1276,John Curran
s1277,Neill Blomkamp
s1278,
s1279,
s1280,Tim Burton
s1281,McG
s1282,McG
s1283,
s1284,"Charles A. Nichols, Iwao Takamoto"
s1285,
s1286,Ross Venokur
s1287,David Dhawan
s1288,David Dhawan
s1289,Kevin Smith
s1290,
s1291,Jeff Orlowski
s1292,
s1293,"Wong Jing, Jason Kwan"
s1294,John Scheinfeld
s1295,Guilherme Fontes
s1296,Gurvinder Singh
s1297,
s1298,
s1299,
s1300,
s1301,
s1302,Lee Yoon-jung
s1303,Jon Favreau
s1304,
s1305,
s1306,
s1307,
s1308,
s1309,
s1310,James Yukich
s1311,Lance Bangs
s1312,Rohit Shetty
s1313,Bradley Parker
s1314,
s1315,
s1316,
s1317,
s1318,Rajiv Chilaka
s1319,"Sidheswar Shukla, Asit Mohapatra"
s1320,"Asit Mohapatra, Shyamal Chaulia"
s1321,"Shyamal Chaulia, Asit Mohapatra"
s1322,
s1323,"Rajiv Chilaka, Binayak Das"
s1324,
s1325,Anuranjan Premji
s1326,Mark Dindal
s1327,
s1328,Darragh O'Connell
s1329,
s1330,Niyi Akinmolayan
s1331,
s1332,Tom Holland
s1333,
s1334,John Smithson
s1335,Ayumu Watanabe
s1336,
s1337,
s1338,"Vikas Bahl, Nitesh Tiwari"
s1339,
s1340,Tan Bing
s1341,Luis Lopez
s1342,
s1343,Safdar Rahman
s1344,Bedabrata Pain
s1345,Ken Hughes
s1346,Atom Egoyan
s1347,
s1348,Jean-Claude La Marre
s1349,Anurag Kashyap
s1350,Sachin Yardi
s1351,
s1352,Andrew Sandler
s1353,Bill D'Elia
s1354,Bill D'Elia
s1355,Matt D'Elia
s1356,Chris Rock
s1357,Bo Burnham
s1358,Phil Joanou
s1359,Corbin Bernsen
s1360,
s1361,Jay Karas
s1362,Antonio Campos
s1363,Michael Kampa
s1364,Detlev Buck
s1365,Marita Grabiak
s1366,Harvey Lowry
s1367,Gary Wheeler
s1368,Ernie Barbarash
s1369,James Dearden
s1370,Justin G. Dyck
s1371,Justin G. Dyck
s1372,Justin G. Dyck
s1373,Joe Roth
s1374,Marc Forster
s1375,Xavier Manrique
s1376,Israel AdriÃ¡n Caetano
s1377,
s1378,
s1379,
s1380,
s1381,
s1382,
s1383,
s1384,"Priyadarshan, Kookie V. Gulati"
s1385,Mohsin Ali
s1386,Hrishikesh Mukherjee
s1387,
s1388,Amal Neerad
s1389,Handan Ä°pekÃ§i
s1390,
s1391,
s1392,
s1393,
s1394,
s1395,"Aaron Hann, Mario Miscione"
s1396,Rachel Mason
s1397,Paul Weitz
s1398,Kunle Afolayan
s1399,Wi Ding Ho
s1400,
s1401,"Fernando Meirelles, Katia Lund"
s1402,"Cavi Borges, Luciano Vidigal"
s1403,Madeleine Gavin
s1404,Pete Travis
s1405,
s1406,Yesim Ustaoglu
s1407,
s1408,Nick Mead
s1409,Louis Leterrier
s1410,Gregory Hoblit
s1411,Atul Sabharwal
s1412,Eric Stoltz
s1413,
s1414,Fernando Moro
s1415,Jack Starrett
s1416,
s1417,Frank Coraci
s1418,
s1419,Alistair Legrand
s1420,Chris Perkel
s1421,
s1422,David Oelhoffen
s1423,
s1424,John Crowley
s1425,"Lilly Wachowski, Lana Wachowski, Tom Tykwer"
s1426,Olivier Assayas
s1427,"Phil Lord, Christopher Miller"
s1428,"Cody Cameron, Kris Pearn"
s1429,Matt Reeves
s1430,Marcos Bucay
s1431,
s1432,
s1433,
s1434,
s1435,
s1436,
s1437,
s1438,
s1439,Thomas Carter
s1440,
s1441,
s1442,
s1443,
s1444,"RaÃºl Campos, Jan Suter"
s1445,
s1446,
s1447,Jeff Chan
s1448,
s1449,
s1450,Les Mayfield
s1451,Michael Dowse
s1452,"Fluvio Iannuci, Roly Santos"
s1453,Vishal Mishra
s1454,Emily Hagins
s1455,
s1456,
s1457,Moses Inwang
s1458,Carey McKenzie
s1459,Robert Moresco
s1460,Jerry Seinfeld
s1461,Jay Chapman
s1462,Saurav Palodhi
s1463,
s1464,
s1465,Florian Gallenberger
s1466,
s1467,
s1468,Ketan Mehta
s1469,Zack Whedon
s1470,Joshua Marston
s1471,Jerry Seinfeld
s1472,
s1473,
s1474,
s1475,Robert Kenner
s1476,
s1477,Pepe BojÃ³rquez
s1478,Ram Gopal Varma
s1479,Craig Goodwill
s1480,
s1481,"Jesse Adang, Syrine Boulanouar"
s1482,Stacie Passon
s1483,Van M. Pham
s1484,
s1485,Gavin Fitzgerald
s1486,Ozan AÃ§Ä±ktan
s1487,Ozan AÃ§Ä±ktan
s1488,
s1489,
s1490,Ram Gopal Varma
s1491,
s1492,
s1493,Abdul Aziz Hashad
s1494,Tomas Brickhill
s1495,
s1496,
s1497,
s1498,Stuart Rosenberg
s1499,Jon Rosenbaum
s1500,Jon Watts
s1501,Ben Steele
s1502,"Arnon Manor, Timothy Ware-Hill"
s1503,Henry Selick
s1504,
s1505,Mathieu Auvray
s1506,"Santiago Diaz, Pablo Martin Farina"
s1507,Jason Bourque
s1508,Jay Bulger
s1509,
s1510,Tolu Awobiyi
s1511,Alexandre Reinecke
s1512,
s1513,"Micah Bickham, Galley Molina"
s1514,"Kip Andersen, Keegan Kuhn"
s1515,Stanley Nelson
s1516,Michelle Esrick
s1517,Jay Chapman
s1518,Paul Haggis
s1519,
s1520,
s1521,Sammaria Sari Simanjuntak
s1522,Mae Czarina Cruz
s1523,
s1524,
s1525,Moses Inwang
s1526,Obi Emelonye
s1527,
s1528,Kranti Kanade
s1529,
s1530,
s1531,Patrick Brice
s1532,Patrick Brice
s1533,
s1534,
s1535,Felipe Cano
s1536,
s1537,
s1538,
s1539,
s1540,
s1541,Mariano Barroso
s1542,
s1543,
s1544,Marcus Raboy
s1545,MichÃ¨le Ohayon
s1546,Nam Ron
s1547,Ang Lee
s1548,Yuen Wo-Ping
s1549,Jon Alpert
s1550,
s1551,Rod Cabatana Marmol
s1552,Don Mancini
s1553,Mana Yasuda
s1554,
s1555,
s1556,
s1557,Tamas Yvan Topolanszky
s1558,Matt Shakman
s1559,Zachary Heinzerling
s1560,MaÃ¯mouna DoucourÃ©
s1561,
s1562,
s1563,Prakash Kunte
s1564,Jay Chapman
s1565,Jay Chapman
s1566,
s1567,
s1568,"SelÃ§uk Aydemir, Birkan Pusa"
s1569,SelÃ§uk Aydemir
s1570,Spike Lee
s1571,Ted Emery
s1572,Chandrakant Kanse
s1573,Hasan KaracadaÄŸ
s1574,Hasan KaracadaÄŸ
s1575,Hasan KaracadaÄŸ
s1576,Gary David Goldberg
s1577,Javier Colinas
s1578,
s1579,Steve Carr
s1580,Amara Cash
s1581,Pablo ParÃ©s
s1582,Johnson Esthappan
s1583,Raj Amit Kumar
s1584,Jean-Marc VallÃ©e
s1585,
s1586,Marcus Raboy
s1587,
s1588,
s1589,Jeffrey Walker
s1590,Oliver Bokelberg
s1591,
s1592,
s1593,Philipp Eichholtz
s1594,Huw Cordey
s1595,
s1596,Nitesh Tiwari
s1597,
s1598,
s1599,Michael M. Scott
s1600,
s1601,
s1602,"Alex DÃ­az, Marcos Bucay"
s1603,"RaÃºl Campos, Jan Suter"
s1604,Brendan Toller
s1605,Roger Donaldson
s1606,Awi Suryadi
s1607,Isabelle Nanty
s1608,Julius R. Nasso
s1609,
s1610,
s1611,
s1612,Agnidev Chatterjee
s1613,Alexandros Avranas
s1614,
s1615,Bernardo Arellano
s1616,Padraig Reynolds
s1617,
s1618,Gilles Paquet-Brenner
s1619,Scott Stewart
s1620,
s1621,Youssef Chahine
s1622,Prawal Raman
s1623,
s1624,Parveen Kumar
s1625,
s1626,
s1627,Cassia Dian
s1628,Vanessa Roth
s1629,Julie Dash
s1630,Stan Lathan
s1631,Stan Lathan
s1632,Stan Lathan
s1633,
s1634,"Alastair Fothergill, Jonnie Hughes, Keith Scholey"
s1635,"David Batra, Jon Rudberg"
s1636,Ricky Gervais
s1637,Alex Coletti
s1638,Barry Avrich
s1639,
s1640,
s1641,
s1642,
s1643,HÃ¨ctor HernÃ¡ndez Vicens
s1644,
s1645,
s1646,Amman Abbasi
s1647,
s1648,Rob Seidenglanz
s1649,"Dylan Haegens, Bas van Teylingen"
s1650,"Noah Baumbach, Jake Paltrow"
s1651,Tom Edmunds
s1652,Mikhail Red
s1653,
s1654,
s1655,Caryn Waechter
s1656,Tanveer Khan
s1657,Danny J. Boyle
s1658,Svetlana Cvetko
s1659,
s1660,
s1661,Demetri Martin
s1662,Tanuj Bhramar
s1663,Chad Van De Keere
s1664,"Hsu Chih-yen, Mag Hsu"
s1665,
s1666,Jason Priestley
s1667,
s1668,Gauri Shinde
s1669,Neil LaBute
s1670,
s1671,Fernando AyllÃ³n
s1672,Harrison Smith
s1673,Adam Wingard
s1674,Darren Lynn Bousman
s1675,Don Michael Paul
s1676,"Al Campbell, Alice Mathias"
s1677,Clay Porter
s1678,Meltem Bozoflu
s1679,Abhishek Chaubey
s1680,Julio Soto Gurpide
s1681,
s1682,
s1683,K.C. Bokadia
s1684,Anees Bazmee
s1685,Louis J. Horvitz
s1686,Edward Zwick
s1687,"Ken Burns, Artemis Joukowsky"
s1688,Stefan Brogren
s1689,Sydney Freeland
s1690,Rakeysh Omprakash Mehra
s1691,Abhinay Deo
s1692,
s1693,Hakan AlgÃ¼l
s1694,Gupse Ã–zay
s1695,Dennis Iliadis
s1696,
s1697,Jay Karas
s1698,"Jay Karas, Demetri Martin"
s1699,Camilla Nielsson
s1700,
s1701,Will Canon
s1702,Christian Gudegast
s1703,Ted Demme
s1704,
s1705,Ryan Polito
s1706,Marcus Raboy
s1707,
s1708,
s1709,
s1710,
s1711,
s1712,
s1713,
s1714,Diego Kaplan
s1715,Frederick Cipoletti
s1716,Sam Patton
s1717,LP
s1718,Lucas Figueroa
s1719,Gabriela Tagliavini
s1720,Youssef Chahine
s1721,"Su I-Hsuan, Chuang Shiang-an, Liu Yi"
s1722,Mohamed Samy
s1723,Christopher Smith
s1724,Jamal Hill
s1725,Anurag Kashyap
s1726,Michael Feifer
s1727,Saara Cantell
s1728,Clay Staub
s1729,Masaaki Yuasa
s1730,
s1731,"Sumitra Bhave, Sunil Sukthankar"
s1732,
s1733,Indra Kumar
s1734,Vivek Agnihotri
s1735,Nagesh Kukunoor
s1736,Fuwad Khan
s1737,
s1738,Manish Saini
s1739,
s1740,Kiran Rao
s1741,Umesh Shukla
s1742,Hark Tsui
s1743,
s1744,
s1745,
s1746,
s1747,Kunle Afolayan
s1748,Ben Ryder
s1749,
s1750,BenoÃ®t Jacquot
s1751,Kirsten Johnson
s1752,Lee Tamahori
s1753,Johnny Breedt
s1754,Volker Weicker
s1755,Joey So
s1756,Joey So
s1757,Indra Kumar
s1758,Farhan Akhtar
s1759,Zoya Akhtar
s1760,Kundan Shah
s1761,Mani Ratnam
s1762,Manjeet Maan
s1763,"Fajar Bustomi, Pidi Baiq"
s1764,"Fajar Bustomi, Pidi Baiq"
s1765,Rohit Shetty
s1766,
s1767,Jay Roach
s1768,
s1769,
s1770,
s1771,
s1772,
s1773,
s1774,
s1775,
s1776,Chia-Liang Liu
s1777,
s1778,B. Subhash
s1779,"David 'Tosh' Gitonga, Michael Jones"
s1780,Todd Standing
s1781,
s1782,
s1783,Benjamin Arfmann
s1784,Neill Blomkamp
s1785,
s1786,Houda Benyamina
s1787,Bruno Garotti
s1788,Quentin Tarantino
s1789,MaÃ¯wenn
s1790,
s1791,Habib Faisal
s1792,Deepti Naval
s1793,
s1794,David Lean
s1795,
s1796,Paul Schrader
s1797,
s1798,
s1799,Craig Brewer
s1800,
s1801,Alankrita Shrivastava
s1802,Francis Whately
s1803,
s1804,Debbie Allen
s1805,Philip Marlatt
s1806,Charles Martin Smith
s1807,Brian De Palma
s1808,Farhan Akhtar
s1809,Farhan Akhtar
s1810,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder"
s1811,Jared Hess
s1812,Troy Nixey
s1813,Thierry Donard
s1814,Thierry Donard
s1815,Thierry Donard
s1816,Mark Lewis
s1817,Johnnie To
s1818,Johnnie To
s1819,Caradog W. James
s1820,Daniel Gordon
s1821,Mike Birbiglia
s1822,Ãngel GÃ³mez HernÃ¡ndez
s1823,"Shannon Hartman, Michelle Caputo"
s1824,Mike Newell
s1825,Andrzej Bartkowiak
s1826,Tony Giglio
s1827,
s1828,Gagan Puri
s1829,
s1830,KVR Mahendra
s1831,
s1832,Tarun Mansukhani
s1833,Cris D'Amato
s1834,Bruce Beresford
s1835,Teddy Chan
s1836,Wong Jing
s1837,John Patrick Shanley
s1838,Aleksey German
s1839,M.J. Isakson
s1840,
s1841,Kubhaer T. Jethwani
s1842,Bo Welch
s1843,"Scott Mosier, Yarrow Cheney"
s1844,"Chris Renaud, Kyle Balda"
s1845,
s1846,
s1847,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa"
s1848,Wilson Yip
s1849,
s1850,Rob Cohen
s1851,Colin Teague
s1852,Doug Lefler
s1853,Patrik Syversen
s1854,Ivan Silvestrini
s1855,Rajiv Chilaka
s1856,"Elaine Bogan, John Sanford"
s1857,
s1858,
s1859,"TJ Sullivan, Greg Rankin"
s1860,"Greg Rankin, TJ Sullivan"
s1861,"Greg Rankin, TJ Sullivan"
s1862,
s1863,Greg MacGillivray
s1864,Tristan Ferland Milewski
s1865,
s1866,Andrew Jenks
s1867,
s1868,
s1869,
s1870,
s1871,
s1872,
s1873,
s1874,
s1875,Reiner Holzemer
s1876,
s1877,Yeung Yat-Tak
s1878,Nishikant Kamat
s1879,Tarun Mansukhani
s1880,
s1881,
s1882,
s1883,
s1884,
s1885,Fred Wolf
s1886,Che Sandoval
s1887,Norihisa Hiranuma
s1888,Miguel Arteta
s1889,Chris Jenkins
s1890,Olivia Milch
s1891,
s1892,Afia Nathaniel
s1893,Eeshwar Nivas
s1894,Troy Miller
s1895,Anne Fletcher
s1896,Ramesh Talwar
s1897,Mahesh Bhatt
s1898,
s1899,Shagufta Rafique
s1900,HernÃ¡n Zin
s1901,
s1902,Emma Hatherley
s1903,"Katy Chevigny, Ross Kauffman"
s1904,Julien Leclercq
s1905,Dave Green
s1906,
s1907,
s1908,
s1909,Wash Westmoreland
s1910,Anthony Lucero
s1911,
s1912,
s1913,Will Gluck
s1914,
s1915,Ryan Murphy
s1916,Sarjun
s1917,Andrew Slater
s1918,Matt Bell
s1919,Bruce Gowers
s1920,Robert Townsend
s1921,
s1922,Bobby Roth
s1923,David Moreton
s1924,
s1925,
s1926,Halder Gomes
s1927,Francesco Imperato
s1928,Tharun Bhascker
s1929,Ajithkumar
s1930,Mikhail Red
s1931,Richard Laxton
s1932,Naya Anindita
s1933,Harjit Singh
s1934,
s1935,Saeed Hamed
s1936,"Sumitra Bhave, Sunil Sukthankar"
s1937,Sriram Raghavan
s1938,Rajiv Mehra
s1939,Suparn Verma
s1940,Shelly Chopra Dhar
s1941,Shakun Batra
s1942,YÄ±lmaz ErdoÄŸan
s1943,Philipp StÃ¶lzl
s1944,
s1945,David E. Talbert
s1946,Vince Gilligan
s1947,
s1948,
s1949,
s1950,
s1951,MatÃ­as Gueilburt
s1952,
s1953,
s1954,"Joseduardo Giordano, Sergio Goyri Jr."
s1955,
s1956,
s1957,Jan Suter
s1958,Justin Webster
s1959,Pablo Aulita
s1960,
s1961,Emir Kusturica
s1962,Lorena Munoz
s1963,
s1964,
s1965,Alessandro Angulo
s1966,Gabriela GarcÃ­a Rivas
s1967,Kate Horne
s1968,
s1969,Federico Lemos
s1970,Peter Mimi
s1971,K. Ramanlal
s1972,Petra Costa
s1973,Bassam Kurdali
s1974,Akhigbe Ilozobhie
s1975,Chanda Bell
s1976,Chanda Bell
s1977,CiarÃ¡n Foy
s1978,Isabel Coixet
s1979,
s1980,John Bridcut
s1981,Sebastian Gutierrez
s1982,"Joel Gallen, Tig Notaro"
s1983,"Fabien Beziat, Hugues Nancy"
s1984,"Hugues Nancy, Fabien Beziat"
s1985,Nils Tavernier
s1986,Jennifer Westcott
s1987,Jon Spira
s1988,Michael Thelin
s1989,Saurabh Kabra
s1990,
s1991,
s1992,
s1993,Riri Riza
s1994,Neil Triffett
s1995,
s1996,
s1997,Kim Nguyen
s1998,Greg Coolidge
s1999,
s2000,Ajay Phansekar
s2001,
s2002,"Rob Epstein, Jeffrey Friedman"
s2003,David Ayer
s2004,
s2005,Denis Villeneuve
s2006,
s2007,Praveen Nischol
s2008,Max Amini
s2009,Jenny Carchman
s2010,Harry Bradbeer
s2011,
s2012,Jason James
s2013,Alex Burunova
s2014,Robert Clouse
s2015,Matthias Hoene
s2016,
s2017,Drake Doremus
s2018,
s2019,Kurt Wimmer
s2020,
s2021,
s2022,Eric Notarnicola
s2023,"Eric Idle, Aubrey Powell"
s2024,Paul Urkijo Alijo
s2025,Scott McAboy
s2026,Wojciech Marczewski
s2027,Sherif Arafa
s2028,
s2029,Alejandro Doria
s2030,Marcelo GonzÃ¡lez
s2031,
s2032,
s2033,
s2034,
s2035,Valeria Golino
s2036,
s2037,David Dobkin
s2038,Tom Shadyac
s2039,Hideaki Anno
s2040,Jose Manuel ColÃ³n
s2041,Orlando von Einsiedel
s2042,IcÃ­ar BollaÃ­n
s2043,Sridhar Rangayan
s2044,Paul W.S. Anderson
s2045,
s2046,Robi Michael
s2047,Asghar Farhadi
s2048,Mae Czarina Cruz
s2049,
s2050,Joyce Bernal
s2051,
s2052,
s2053,"Trey Borzillieri, Barbara Schroeder"
s2054,Ivan Reitman
s2055,Basava Shankar Eeday
s2056,Alex Garland
s2057,
s2058,
s2059,James Lee
s2060,Stuart Baird
s2061,Dan Villegas
s2062,
s2063,"Anders SÃ¸mme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad"
s2064,Michael Whitton
s2065,Andrzej Bartkowiak
s2066,Ben Wallis
s2067,Selima Taibi
s2068,Seiji Mizushima
s2069,
s2070,Joseph Mbah
s2071,Ben Young
s2072,Sam Hargrave
s2073,
s2074,
s2075,
s2076,Joe Berlinger
s2077,Dan Krauss
s2078,Paco Plaza
s2079,Hakan AlgÃ¼l
s2080,Hakan AlgÃ¼l
s2081,Hakan AlgÃ¼l
s2082,
s2083,
s2084,
s2085,Benny Fine
s2086,Sean Olson
s2087,"Rodrigo Toro, Francisco Schultz"
s2088,
s2089,Matt Toronto
s2090,Gautier & Leduc
s2091,
s2092,Robert Krantz
s2093,
s2094,Michael McKay
s2095,Sanjay Jadhav
s2096,Chris Stokes
s2097,
s2098,Gregory Hoblit
s2099,
s2100,Roger Kumble
s2101,
s2102,Falz
s2103,
s2104,"Sedat Kirtan, Kubilay Sarikaya"
s2105,Sonny Mallhi
s2106,
s2107,
s2108,Hardik Mehta
s2109,Salmeen AlMurry Amer
s2110,Keith L. Smith
s2111,MichaÅ‚ Tylka
s2112,Nagraj Manjule
s2113,
s2114,Barry Gonzalez
s2115,Baljit Singh Deo
s2116,Shadi Ali
s2117,
s2118,"Adrien Lagier, Ousmane Ly"
s2119,Kader Aoun
s2120,Madhur Bhandarkar
s2121,
s2122,
s2123,Milton Horowitz
s2124,Peter Sullivan
s2125,
s2126,
s2127,
s2128,Hitoshi Namba
s2129,
s2130,
s2131,Ian Barber
s2132,
s2133,"Leslye Davis, Catrin Einhorn"
s2134,Rajat Kapoor
s2135,
s2136,Terry Gilliam
s2137,
s2138,
s2139,Cory Edwards
s2140,Ally Pankiw
s2141,Peter Spirer
s2142,Elissa Down
s2143,
s2144,Scott L. Montoya
s2145,Diego Pignataro
s2146,Jan-Peter Horns
s2147,Johanna Demetrakas
s2148,Fernando AyllÃ³n
s2149,"RaÃºl Campos, Jan Suter"
s2150,Rajesh Mapuskar
s2151,John Hughes
s2152,Ken Ghosh
s2153,Norman Jewison
s2154,Anna Wieczur-Bluszcz
s2155,Biyi Bandele
s2156,Fouad Al Shatti
s2157,
s2158,Luke Jurevicius
s2159,Padraic McKinley
s2160,Ari Levinson
s2161,
s2162,Tony Zierra
s2163,Angga Dwimas Sasongko
s2164,James Wong
s2165,David R. Ellis
s2166,James Wong
s2167,
s2168,Theodore Boborol
s2169,
s2170,Marla M. Ancheta
s2171,Gianfranco Rosi
s2172,
s2173,"Drea Cooper, Zackary Canepari"
s2174,Dylan Mohan Gray
s2175,Aruna Raje
s2176,Sabal Singh Shekawat
s2177,
s2178,George Ford
s2179,George Ford
s2180,"Akiyuki Shinbo, Nobuyuki Takeuchi"
s2181,
s2182,Arthur Muhammad
s2183,Steven C. Miller
s2184,Roy Poortmans
s2185,Paul Soriano
s2186,Olivia Newman
s2187,
s2188,Angelina Jolie
s2189,Nirpal Bhogal
s2190,Chris Foggin
s2191,Keith Malloy
s2192,Andrew Renzi
s2193,"CÃ©lia Catunda, Kiko Mistrorigo, Rodrigo Eba"
s2194,
s2195,Abhishek Kapoor
s2196,Gerry Blaksley
s2197,Laurent Bouzereau
s2198,Cheh Chang
s2199,Maris Curran
s2200,
s2201,Khalid Mohamed
s2202,
s2203,Marc Abraham
s2204,
s2205,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li"
s2206,Khaled Marei
s2207,
s2208,
s2209,Gregory Caruso
s2210,
s2211,
s2212,
s2213,"Kang Cheng, Shan Hua"
s2214,Asri Bendacha
s2215,
s2216,
s2217,Mercedes Cordova
s2218,
s2219,
s2220,
s2221,Juan Manuel Cotelo
s2222,Tyler Perry
s2223,"Mark Helenowski, Kevin Pang"
s2224,Dean Wright
s2225,Rucha Humnabadkar
s2226,Mark Murphy
s2227,Richard Miron
s2228,Digo Ricio
s2229,Joe Camp
s2230,Adam Nimoy
s2231,
s2232,Carlos TherÃ³n
s2233,"Jon Carey, Adam Darke"
s2234,Fred M. Wilcox
s2235,Abhinay Deo
s2236,
s2237,"Akhil Paul, Anas Khan"
s2238,
s2239,
s2240,Luis Ara
s2241,Maya Zinshtein
s2242,
s2243,
s2244,Antonio Morabito
s2245,Hang-Jun Jang
s2246,Lee Fulkerson
s2247,
s2248,Krysia Plonka
s2249,Seth Gordon
s2250,
s2251,Cathy Garcia-Molina
s2252,Mike Newell
s2253,Gregory Hoblit
s2254,Brad Anderson
s2255,Francesco Carrozzini
s2256,Noah Baumbach
s2257,
s2258,Ulises Valencia
s2259,Ulises Valencia
s2260,Matthew Ross
s2261,G.J. Echternkamp
s2262,
s2263,Daniel Gray Longino
s2264,
s2265,"Grant S. Johnson, Ippsie Jones"
s2266,Trudie Styler
s2267,"Adam B. Stein, Zach Lipovsky"
s2268,Felix Binder
s2269,Lance Bangs
s2270,David Dobkin
s2271,Ben Wheatley
s2272,
s2273,Marek Losey
s2274,
s2275,Gary Ross
s2276,Simon Wincer
s2277,Tinu Pappachan
s2278,Ahmed Zain
s2279,Marc Levin
s2280,Sameh Abdulaziz
s2281,"Wade Allain-Marcus, Jesse Allain-Marcus"
s2282,"Paul KrÃ¼ger, AnÃ©l Stolp"
s2283,
s2284,Jude Okwudiafor Johnson
s2285,
s2286,
s2287,Marcus Nispel
s2288,Simon Verhoeven
s2289,
s2290,
s2291,Raj Khosla
s2292,Ali F. Mostafa
s2293,
s2294,Mahmoud Karim
s2295,Werner Herzog
s2296,Pierre Morel
s2297,Heber Cannon
s2298,Andrew Dean
s2299,
s2300,Alastair Fothergill
s2301,
s2302,
s2303,Courtney Hunt
s2304,Ryan Coogler
s2305,
s2306,Mrighdeep Singh Lamba
s2307,
s2308,Avinash Walzade
s2309,Robert Eagar
s2310,Sean Cisterna
s2311,Jeff Deverett
s2312,
s2313,Fumihiko Sori
s2314,Yasuhiro Irie
s2315,Alethea Jones
s2316,Denis Do
s2317,Bob Rose
s2318,Deepa Mehta
s2319,Le Van Kiet
s2320,Adam Del Giudice
s2321,Lai Chun-yu
s2322,Chris Smith
s2323,Ferzan Ã–zpetek
s2324,Hoyt Yeatman
s2325,Ã–mer Faruk Sorak
s2326,KÄ±vanÃ§ BaruÃ¶nÃ¼
s2327,Krish
s2328,
s2329,Manny Rodriguez
s2330,Fellipe Barbosa
s2331,Manny Rodriguez
s2332,
s2333,Michael Simon
s2334,Mario Rouleau
s2335,Amitoj Mann
s2336,Chris Moukarbel
s2337,Pavel Parkhomenko
s2338,
s2339,Lucky Kuswandi
s2340,Abhinay Deo
s2341,
s2342,Ahmed Al-Badry
s2343,Ashwin Saravanan
s2344,Ashwin Saravanan
s2345,Ashwin Saravanan
s2346,Kyle Newacheck
s2347,
s2348,Ivan Andrew Payawal
s2349,Jean-Claude Flamand-Barny
s2350,Prakash Jha
s2351,
s2352,Martin Scorsese
s2353,"Keiichi Sato, Yasushi Kawamura"
s2354,Qaushiq Mukherjee
s2355,"Austin Peck, Anneliese Vandenberg"
s2356,"Mark A.Z. DippÃ©, Kyung Ho Lee"
s2357,"Mark A.Z. DippÃ©, Eondeok Han"
s2358,Mark A.Z. DippÃ©
s2359,"Riki Lindhome, Jeremy Konner"
s2360,
s2361,Glenn Weiss
s2362,Ifa Isfansyah
s2363,Rudy Soedjarwo
s2364,Yen Cheng-kuo
s2365,Walter Taylaur
s2366,Hiroshi Katagiri
s2367,Manbhavan Singh
s2368,P.K. Baaburaaj
s2369,Naoto Amazutsumi
s2370,
s2371,Vlad Yudin
s2372,Vlad Yudin
s2373,Suseenthiran
s2374,
s2375,
s2376,
s2377,
s2378,Troy Miller
s2379,David Grossman
s2380,Mike Flanagan
s2381,Guy Vasilovich
s2382,
s2383,Nicholas Stoller
s2384,Olivier Abbou
s2385,"Dylan Bank, Daniel DiMauro, Morgan Pehme"
s2386,
s2387,Christopher Smith
s2388,
s2389,Peter Segal
s2390,IÃ±aki Dorronsoro
s2391,David Silberg
s2392,Amin Dora
s2393,Raj Kumar Gupta
s2394,Rajkumar Santoshi
s2395,Rich Ragsdale
s2396,
s2397,Ben Wallis
s2398,"Kazuchika Kise, Masahiko Murata"
s2399,Karen J. Lloyd
s2400,Mark Steven Johnson
s2401,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar"
s2402,Kazuchika Kise
s2403,
s2404,Kazuchika Kise
s2405,Bassam Tariq
s2406,Eric Bress
s2407,Patrick Graham
s2408,Partho Ghosh
s2409,Riri Riza
s2410,
s2411,"Vincente Minnelli, Charles Walters"
s2412,
s2413,
s2414,Ron Krauss
s2415,Florent Bodin
s2416,Paul M. Green
s2417,
s2418,Sally Potter
s2419,Puneet Khanna
s2420,
s2421,Lukas Dhont
s2422,
s2423,Travis Stevens
s2424,Wenn V. Deramas
s2425,Weica Wang
s2426,
s2427,Michael Paul Stephenson
s2428,
s2429,
s2430,
s2431,
s2432,Tsutomu Mizushima
s2433,Tsutomu Mizushima
s2434,Olivier Afonso
s2435,"James D. Stern, Fernando Villena"
s2436,
s2437,
s2438,
s2439,
s2440,Go Koga
s2441,
s2442,
s2443,Brett Whitcomb
s2444,
s2445,Peter Lepeniotis
s2446,Owen Trevor
s2447,
s2448,"Alex Woo, Stanley Moore"
s2449,
s2450,Mauro Scandolari
s2451,Harold Cronk
s2452,
s2453,"Jedd Wider, Todd Wider"
